timestamp,meter_id,load,lag_1,lag_2,lag_24,roll24_mean,hour,dayofweek,month,is_weekend
2025-04-25 20:00:00,339950.3076923077,210.41884583693283,225.53153756948626,230.07461489163921,219.67653832068817,223.04482121212428,20,4,4,0
2025-04-25 21:00:00,339950.3076923077,205.22576935474692,210.41884583693283,225.53153756948626,220.10500042255111,222.65908402530115,21,4,4,0
2025-04-25 22:00:00,339950.3076923077,210.95461449256317,205.22576935474692,210.41884583693283,210.9180761483999,222.03911606414263,22,4,4,0
2025-04-25 23:00:00,339950.3076923077,218.54230851393478,210.95461449256317,205.22576935474692,214.34615384615384,222.04063849514947,23,4,4,0
2025-04-26 00:00:00,291889.36363636365,220.65727303244856,218.54230851393478,210.95461449256317,222.69499969482428,222.21547827297366,0,5,4,1
2025-04-26 01:00:00,339950.3076923077,222.62422884427585,220.65727303244856,218.54230851393478,220.778074998122,222.13057299537468,1,5,4,1
2025-04-26 02:00:00,402146.82352941175,210.50970548741958,222.62422884427585,220.65727303244856,197.72673897121263,222.20749607229774,2,5,4,1
2025-04-26 03:00:00,339950.3076923077,227.14115318885223,210.50970548741958,222.62422884427585,225.2711545504057,222.7401196771397,3,5,4,1
2025-04-26 04:00:00,339950.3076923077,228.89807657095096,227.14115318885223,210.50970548741958,218.57346050555893,222.818036287075,4,5,4,1
2025-04-26 05:00:00,339950.3076923077,230.03307753342855,228.89807657095096,227.14115318885223,212.91615178034866,223.24822862313297,5,5,4,1
2025-04-26 06:00:00,339950.3076923077,234.75346198448779,230.03307753342855,228.89807657095096,226.6242317786584,223.96143386284464,6,5,4,1
2025-04-26 07:00:00,339950.3076923077,238.3065396822417,234.75346198448779,230.03307753342855,238.33000065730175,224.30015178808753,7,5,4,1
2025-04-26 08:00:00,339950.3076923077,240.4607696533203,238.3065396822417,234.75346198448779,239.7442298302284,224.29917424746006,8,5,4,1
2025-04-26 09:00:00,339950.3076923077,236.6065392127405,240.4607696533203,238.3065396822417,238.20615445650537,224.32903007342222,9,5,4,1
2025-04-26 10:00:00,339950.3076923077,233.2365382267879,236.6065392127405,240.4607696533203,234.36666679382324,224.26237943826536,10,5,4,1
2025-04-26 11:00:00,339950.3076923077,219.62192300649792,233.2365382267879,236.6065392127405,211.53653775728668,224.2152907479722,11,5,4,1
2025-04-26 12:00:00,339950.3076923077,217.39077054537262,219.62192300649792,233.2365382267879,217.7157704279974,224.55218180002268,12,5,4,1
2025-04-26 13:00:00,339950.3076923077,215.28115316537708,217.39077054537262,219.62192300649792,216.28307635967542,224.53864013824662,13,5,4,1
2025-04-26 14:00:00,339950.3076923077,219.16884671724762,215.28115316537708,217.39077054537262,226.01038360595706,224.49689333848417,14,5,4,1
2025-04-26 15:00:00,339950.3076923077,211.8300006573017,219.16884671724762,215.28115316537708,226.42961766169634,224.21182930145463,15,5,4,1
2025-04-26 16:00:00,339950.3076923077,223.3296150794396,211.8300006573017,219.16884671724762,228.96346165583688,223.60351192627152,16,5,4,1
2025-04-26 17:00:00,339950.3076923077,226.9792310274565,223.3296150794396,211.8300006573017,230.2530764066256,223.36876831892164,17,5,4,1
2025-04-26 18:00:00,339950.3076923077,229.93077146089996,226.9792310274565,223.3296150794396,230.07461489163921,223.23235809478956,18,5,4,1
2025-04-26 19:00:00,339950.3076923077,223.70307628925033,229.93077146089996,226.9792310274565,225.53153756948626,223.2263646185088,19,5,4,1
2025-04-26 20:00:00,339950.3076923077,215.0246165348934,223.70307628925033,229.93077146089996,210.41884583693283,223.15017873183228,20,5,4,1
2025-04-26 21:00:00,339950.3076923077,214.2857683621921,215.0246165348934,223.70307628925033,205.22576935474692,223.34208584424732,21,5,4,1
2025-04-26 22:00:00,339950.3076923077,204.00346081073474,214.2857683621921,215.0246165348934,210.95461449256317,223.71958580289086,22,5,4,1
